year_range	doi	pub_year	open_access	pmcid	accession	title
2023-2024	10.1016/j.neuint.2024.105766	2024	N			Lateral habenula 5-HT&lt;sub&gt;1B&lt;/sub&gt; receptors are involved in regulation of anxiety-like behaviors in parkinsonian rats.
2023-2024	10.1016/j.molcel.2024.08.032	2024	N	PMC11490368		Alternative translation initiation produces synaptic organizer proteoforms with distinct localization and functions.
2023-2024	10.1182/blood.2023021149	2024	N	PMC10940062		Nucleic acid sensing promotes inflammatory monocyte migration through biased coagulation factor VIIa signaling.
2023-2024	10.1016/j.xops.2024.100539	2024	Y	PMC11365369		Liquid Biopsy for Proliferative Diabetic Retinopathy: Single-Cell Transcriptomics of Human Vitreous Reveals Inflammatory T-Cell Signature.
2024-2025	10.1021/acschembio.5c00548	2025	N	PMC12616407		SHAPE-Based Chemical Probes for Studying preQ&lt;sub&gt;1&lt;/sub&gt;-RNA Interactions in Living Bacteria.
2024-2025	10.1016/bs.mie.2025.10.008	2025	N			RNA structure analyzed by chemical probing and mutational profiling with sequencing (MaPseq).
2024-2025	10.1016/j.xplc.2025.101680	2026	Y	PMC13084106		Unfolding of RNA secondary structure impairs RNA stability to fine-tune phosphate starvation responses in rice roots.
2024-2025	10.1002/cpz1.70209	2025	Y	PMC12447860		Profiling RNA G-Quadruplexes In vivo.
2024-2025	10.1038/s41467-025-60425-w	2025	Y	PMC12126503	PRJNA992462	Sequential structure probing of cotranscriptional RNA folding intermediates.
2024-2025	10.3390/plants14050780	2025	Y	PMC11901513	PRJNA1175151	DNA Damaging Agents Induce RNA Structural and Transcriptional Changes for Genes Associated with Redox Homeostasis in &lt;i&gt;Arabidopsis thaliana&lt;/i&gt;.
2024-2025	10.1093/nar/gkaf290	2025	Y	PMC12000872	PRJNA1182414	Investigating the interplay between RNA structural dynamics and RNA chemical probing experiments.
2024-2025	10.1093/nar/gkae1117	2025	Y	PMC11701657		RASP v2.0: an updated atlas for RNA structure probing data.
2024-2025	10.1016/j.ijbiomac.2025.139896	2025	N			Identification of G-quadruplex nucleic acid structures by high-throughput sequencing: A review.
2024-2025	10.1093/nargab/lqaf028	2025	Y	PMC11934922		IPANEMAP Suite: a pipeline for probing-informed RNA structure modeling.
2024-2025	10.1016/j.molcel.2025.03.022	2025	N			Tracking the folding of RNA at its birth.
2024-2025	10.1016/j.jbc.2025.108418	2025	Y	PMC12018109	PRJNA1203256	Stress-induced changes in endogenous TP53 mRNA 5' regulatory region.
2024-2025	10.1111/mmi.70039	2026	Y	PMC12871923		The FsrA-Mediated Iron-Sparing Response Regulates the Biosynthesis of the Epipeptide EPE in Bacillus subtilis.
2024-2025	10.1021/acs.jcim.5c00812	2025	N			A Multiscale Study to Characterize SHAPE Probe/RNA Molecules Prereactive Complex and Its Role in Initiating the SHAPE Reaction.
2024-2025	10.1007/978-1-0716-4079-1_12	2025	N			SHAPE Probing to Screen Computationally Designed RNA.
2024-2025	10.1093/nar/gkaf433	2025	Y	PMC12093144	GSE283716	Structural determinants of inverted Alu-mediated backsplicing revealed by -MaP and -JuMP.
2024-2025	10.1016/j.jbc.2025.110468	2025	Y	PMC12357095		The impact of RNA chemical probing reagents on RNA-binding proteins.
2024-2025	10.1021/jacs.5c11898	2025	Y	PMC12532193		Covalent Probes Reveal Small-Molecule Binding Pockets in Structured RNA and Enable Bioactive Compound Design.
2024-2025	10.1021/acs.biochem.4c00468	2025	N			Influence of Magnesium Ions and Crowding Agents on Structure and Stability of RNA Aptamers.
2024-2025	10.1016/j.jbc.2025.111119	2026	Y	PMC12857270		The RNA thermometer motif ROSE-G regulates ABC transporter gene expression in bacteria.
2024-2025	10.1016/j.cell.2025.09.014	2025	N			Pan-modification profiling facilitates a cross-evolutionary dissection of the thermoregulated ribosomal epitranscriptome.
2024-2025	10.1093/nar/gkaf820	2025	Y	PMC12407096	GSE273602	TDP-43 binds to RNA G-quadruplex structure and regulates mRNA stability and translation.
2024-2025	10.1002/advs.202506314	2025	Y	PMC12520504		diPaRIS: Dynamic and Interpretable Protein-RNA Interactions Prediction With U-Shaped Network and Novel Structure Encoding.
2024-2025	10.1093/nar/gkaf283	2025	Y	PMC11992675		Tailoring and reversing m6A editing with sequential RNA bioorthogonal chemistry.
2024-2025	10.3390/biology14040432	2025	Y	PMC12024694		RNA Binding to CCRRM of PABPN1 Induces Conformation Change.
2024-2025	10.7554/elife.103923	2025	Y	PMC12221299	GSE271098	Exploiting functional regions in the viral RNA genome as druggable entities.
2024-2025	10.1093/nargab/lqaf001	2025	Y	PMC11780854		Consistent features observed in structural probing data of eukaryotic RNAs.
2024-2025	10.1002/anie.202517243	2026	Y	PMC12865241		Site-Selective Ligand Selection by Mutational Profiling for Covalent RNA Targeting.
2024-2025	10.1021/jacsau.5c01280	2025	Y	PMC12728637	GSE286293	A Small Cationic Probe for Accurate, Punctate Discovery of RNA Tertiary Structure.
2024-2025	10.1093/nar/gkaf701	2025	Y	PMC12311782	PRJNA1165154	SEISMICgraph: a web-based tool for RNA structure data visualization.
2024-2025	10.1093/nargab/lqaf171	2025	Y	PMC12684387		A method for estimating energy parameters of RNAs by differentiating base-pairing probabilities.
2024-2025	10.1016/j.stem.2025.11.001	2025	N	PMC12826796		Space-associated stem cell hallmarks of aging and resilience in astronauts.
2024-2025	10.1016/j.jbc.2025.110686	2025	Y	PMC12605026	GSE229536	Cryo-EM study and in vivo chemical mapping of the Methanosarcina acetivorans ribosome and its dimerization via a repurposed enzyme and translation factor.
2024-2025	10.1080/15476286.2025.2570043	2025	Y	PMC12520072	GSE63569	Precursor RNA structural patterns at SF3B1 mutation sensitive cryptic 3' splice sites.
2024-2025	10.1021/jacs.5c13970	2025	N			An Unexpected Adenosine-Alkylating Ribozyme Emerged by Target Site Relocation during in Vitro Selection.
2024-2025	10.1128/jvi.02167-24	2025	Y	PMC7617654		An intra-family conserved high-order RNA structure within the M ORF is important for arterivirus subgenomic RNA accumulation and infectious virus production.
2024-2025	10.1186/s13036-025-00601-0	2025	Y	PMC12822233		Universal and quantitative detection of double-stranded RNAs as a signature of pan-virus infections using a luciferase-based biosensor.
2024-2025	10.21873/cgp.20552	2025	Y	PMC12577606		Investigating the Roles of MAPKs as Precision Oncology Targets: A Multi-cancer Expression and Survival Study.
2024-2025	10.1039/d5cb00078e	2026	Y	PMC12580927		RNA-binding fluorogenic probes: G-clamp conjugated with a thiazole orange derivative for screening RNA-binding small molecules.
2024-2025	10.1038/s41598-025-12992-7	2025	Y	PMC12343946		Comparative analysis of library preparation approaches for FFPE gene expression profiling and related recommendations.
2024-2025	10.1038/s41467-025-63297-2	2025	Y	PMC12475128	GSE279203	A conserved long-range RNA interaction in SARS-CoV-2 recruits ADAR1 to enhance virus proliferation.
2024-2025	10.1016/j.jbc.2025.110282	2025	Y	PMC12268651		Regulatory helix plays a key role in genetic ON-OFF switching for the 2'-deoxyguanosine-sensing mRNA element.
2024-2025	10.3389/fimmu.2025.1727298	2025	Y	PMC12727913	GSE174554	COL8A1 as a pro-inflammatory mediator bridges immune evasion and therapy resistance in glioma.
2024-2025	10.1016/j.csbj.2025.10.003	2025	Y	PMC12513224		When does molecular dynamics improve RNA models? Insights from CASP15 and practical guidelines.
2024-2025	10.3389/fpls.2025.1688991	2025	Y	PMC12689509		Transcriptome-wide prediction of heat-sensitive RNA structures in &lt;i&gt;Zea mays&lt;/i&gt;.
2024-2025	10.1128/jmbe.00139-25	2025	Y	PMC12687630		An interdisciplinary approach in teaching RNA secondary structure prediction to first-year undergraduate students using an automated deep learning RNA 3D model prediction tool.
2024-2025	10.1038/s41467-025-66265-y	2025	Y	PMC12714719	GSE266263	Designing molecular RNA switches with Restricted Boltzmann machines.
2024-2025	10.1038/s41598-025-02082-z	2025	Y	PMC12102362	PRJNA1134665	A comparative analysis of mRNA enrichment strategies and guidance for improving their efficiency.
2024-2025	10.1016/j.ijbiomac.2025.149883	2026	N			MsipNet: a multi-scale representation learning framework for predicting protein-RNA interaction.
2024-2025	10.1093/gpbjnl/qzaf127	2025	Y	PMC13197129		On the Completeness of Existing RNA Fragment Structures.
2024-2025	10.1016/j.xpro.2025.103677	2025	Y	PMC11952794		Protocol for forming G-quadruplexes from double-stranded DNA during transcription.
2024-2025	10.1261/rna.080414.125	2025	N			Solution structure determination and biophysical characterization studies of 7SK RNP and 7SL SRP RNAs.
2024-2025	10.1093/nar/gkaf834	2025	Y	PMC12392093		DEAD-box helicase intrinsically disordered domains and structural dynamics of HIV-1 RNA are required to reveal DDX3X catalytic efficiency.
2024-2025	10.1186/s13578-025-01470-2	2025	Y	PMC12492894		Challenges and opportunities in technologies and methods for lncRNA structure determination.
2024-2025	10.1038/s41594-025-01565-x	2025	Y	PMC12350175	GSE209857	Comprehensive analysis of Saccharomyces cerevisiae intron structures in vivo.
2024-2025	10.1038/s41416-025-03127-w	2025	Y	PMC12480914		A cancer-associated TP53 synonymous mutation induces synthesis of the p53 isoform p53/47.
2024-2025	10.1007/s12032-025-03116-2	2025	N			Multi-omics integration reveals CYP2B6 as a central node in the molecular landscape of non-small cell lung cancer.
2024-2025	10.1016/j.apsb.2025.12.017	2026	Y	PMC12891845		Harnessing deep learning to accelerate the development of antibodies and aptamers.
2024-2025	10.1093/nar/gkaf477	2025	Y	PMC12153347	PRJNA1197522	Structurally distinct manganese-sensing riboswitch aptamers regulate different expression platform architectures.
2024-2025	10.1186/s13015-025-00278-6	2025	Y	PMC12553252		RNA inverse folding can be solved in linear time for structures without isolated stacks or base pairs.
2024-2025	10.1261/rna.080383.125	2025	Y	PMC12084888		Constructing an active chimeric pRNA ring with a stoichiometry of six and identifying 12 domains of the pRNA ring binding to the 12-subunit channel of phi29 DNA-packaging motor.
2024-2025	10.1007/978-981-96-9428-0_5	2025	N			Prediction of Circular RNA Secondary Structures and Their Targets.
2024-2025	10.3390/cells14050383	2025	Y	PMC11898529		The LSmAD Domain of Ataxin-2 Modulates the Structure and RNA Binding of Its Preceding LSm Domain.
2024-2025	10.1002/wrna.70029	2025	N			Lost in Translation: When the Rules Do Not Apply.
2024-2025	10.1016/j.biochi.2025.10.018	2026	N			Are Traditional mutant controls sufficient to identify true RNA G-quadruplex binding proteins?
2024-2025	10.1021/acs.biochem.5c00160	2025	N			Emergent and Convergent Features in the Laboratory Evolution of Polymerase Ribozymes.
2024-2025	10.1016/j.celrep.2025.116739	2026	Y	PMC12951691		A ribosome-bound pseudoknot in the HCV coding region stimulates viral growth by tuning viral translation.
2024-2025	10.1016/j.csbj.2025.03.021	2025	Y	PMC11982051		Transformers in RNA structure prediction: A review.
2024-2025	10.1261/rna.080460.125	2025	Y	PMC12360210		RNA aptamers as tools for the purification and analysis of in vivo assembled ribonucleoproteins.
2024-2025	10.1016/j.ncrna.2025.05.010	2025	Y	PMC12173672		Computational discovery of conserved RNA structures and functional characterization of a structured lncRNA in &lt;i&gt;Leishmania braziliensis&lt;/i&gt;.
2024-2025	10.1038/s41598-025-21072-9	2025	Y	PMC12550061		Exploring GNRA tetraloop-like motifs in nucleic acid 3D structures.
2024-2025	10.1016/j.xplc.2025.101575	2026	Y	PMC12902235	PRJNA762705	In vivo RNA structure influences the translation and stability of plant long non-coding RNAs.
2024-2025	10.1038/s41598-025-07041-2	2025	Y	PMC12215848		Comprehensive datasets for RNA design, machine learning, and beyond.
2024-2025	10.1002/2211-5463.70122	2026	Y	PMC12871560		Interplay between RNA-protein interactions and RNA structures in gene regulation.
2024-2025	10.1038/s41564-025-02047-y	2025	Y	PMC12313524	PRJNA1153987	Amino acid changes in two viral proteins drive attenuation of the yellow fever 17D vaccine.
2024-2025	10.1038/s41598-025-20519-3	2025	Y	PMC12534491		In-cell NMR spectra of chemically unmodified RNA at physiological temperature with extended lifetime through RNase inhibitor cocktail in living human cells.
2024-2025	10.3389/fbinf.2025.1690229	2025	Y	PMC12672545		Computational analysis of transcriptome data and mapping of functional networks in Parkinson's disease.
2024-2025	10.1073/pnas.2504034122	2025	N	PMC12519161		CAR-SPLASH identifies nascent pre-mRNA structures implicated in kinetic coupling and alternative splicing.
2024-2025	10.1016/j.ijbiomac.2025.149185	2026	N			Translatable circular RNAs: Mechanism, function and clinical application.
2024-2025	10.1093/gpbjnl/qzaf078	2025	Y	PMC13198871	PRJNA1071355	Differential Evolution of CDS and UTR Non-canonical RNA G-quadruplex Structures in Eukaryotic Transcriptomes.
2024-2025	10.1002/prot.70034	2026	N			Enhancing RNA 3D Structure Prediction: A Hybrid Approach Combining Expert Knowledge and Computational Tools in CASP16.
2024-2025	10.1016/j.jmb.2025.169012	2025	N	PMC12353319		RNAproDB: A Webserver and Interactive Database for Analyzing Protein-RNA Interactions.
2024-2025	10.1080/07391102.2025.2563688	2025	N			Computational identification of potential tandem pseudoknots in the 5'UTR and start codon regions of human mRNAs.
2024-2025	10.1002/prot.26856	2026	N	PMC12354339		Enhancing RNA 3D Structure Prediction in CASP16: Integrating Physics-Based Modeling With Machine Learning for Improved Predictions.
2024-2025	10.1016/j.jbc.2025.110172	2025	Y	PMC12205651	GSE279192	A 36-base hairpin within lncRNA DRAIC, which is modulated by alternative splicing, interacts with the IKKα coiled-coil domain and inhibits NF-κB and tumor cell phenotypes.
2024-2025	10.1146/annurev-virology-100422-031237	2025	N			Conduits, Doppelgängers, and Chimeras: RNA Structures at the Virus-Host Interface.
2024-2025	10.1177/18758592241308730	2025	Y	PMC12288606		CXCL1 and CXCL8: Reliable and feasible biomarkers differentiating intrapulmonary metastasis from multiple primary neoplasms in non-small cell lung cancers.
2024-2025	10.1093/ve/veae115	2025	Y	PMC11776705		SARS-CoV-2 CoCoPUTs: analyzing GISAID and NCBI data to obtain codon statistics, mutations, and free energy over a multiyear period.
2024-2025	10.1002/prot.70072	2026	N	PMC13185081		Assessment of Nucleic Acid Structure Prediction in CASP16.
2024-2025	10.1093/bib/bbaf616	2025	Y	PMC12661943		A comprehensive benchmarking of the AlphaFold3 for predicting biomacromolecules and their interactions.
2024-2025	10.1142/s0219720025300011	2025	N			A brief review and comparative analysis of RNA secondary structure prediction tools.
2024-2025	10.1093/bib/bbaf137	2025	Y	PMC11982019		Comprehensive benchmarking of large language models for RNA secondary structure prediction.
2024-2025	10.1016/j.sbi.2025.102991	2025	N			Deep learning for RNA structure prediction.
2024-2025	10.62347/fkds7259	2025	N	PMC12261183		CDKN2A and matrix metalloproteinases: key regulators of cellular senescence in squamous cell carcinoma.
2024-2025	10.1128/mbio.01984-25	2025	Y	PMC12421834		A U508C synonymous mutation in the SARS-CoV-2 deletion hotspot reduces deletion frequency and accelerates viral clearance.
2024-2025	10.7554/elife.102550	2025	Y	PMC12180898	GSE61508	Mapping HIV-1 RNA structure, homodimers, long-range interactions and persistent domains by HiCapR.
2024-2025	10.1093/femsml/uqaf022	2025	Y	PMC12464536		Involvement of RNase J in CRISPR RNA maturation in the cyanobacterium &lt;i&gt;Synechocystis&lt;/i&gt; sp. PCC 6803.
2024-2025	10.1016/j.jmb.2025.169410	2025	N			Role of Antitoxin RNA Pseudoknot in Regulating Toxin Activity and Toxin-antitoxin RNP Complex Assembly.
2024-2025	10.1107/s2059798325000592	2025	Y	PMC11804252		Has AlphaFold3 achieved success for RNA?
2024-2025	10.1261/rna.080215.124	2025	N			Evaluation of novel computational methods to identify RNA-binding protein footprints from structural data.
2024-2025	10.1007/978-1-0716-4079-1_16	2025	N			Datasets for Benchmarking RNA Design Algorithms.
2024-2025	10.1261/rna.080288.124	2025	N	PMC12265936		OpenASO: RNA Rescue-designing splice-modulating antisense oligonucleotides through community science.
2024-2025	10.3390/molecules30081777	2025	Y	PMC12029786		Biochemical Characterization of a Non-G4-Type RNA Aptamer That Lights Up a GFP-like Fluorogenic Ligand.
2024-2025	10.1038/s44321-025-00304-5	2025	Y	PMC12514043	GSE301761	Manipulating Zika virus RNA tertiary structure for developing tissue-specific attenuated vaccines.
2024-2025	10.1261/rna.080413.125	2025	N			Crystallographic and cryoEM analyses reveal SARS-CoV-2 SL5 is a mobile T-shaped four-way junction with deep pockets.
2024-2025	10.1002/prot.70033	2026	Y	PMC12321240		Structure Modeling Protocols for Protein Multimer and RNA in CASP16 With Enhanced MSAs, Model Ranking, and Deep Learning.
2024-2025	10.1007/s12561-024-09466-1	2026	Y	PMC12904911	GSE75688	Canopy2: Tumor Phylogeny Inference by Bulk DNA and Single-Cell RNA Sequencing.
2024-2025	10.1002/prot.70099	2026	Y	PMC12750033		Cryo-EM Analysis in CASP16.
2024-2025	10.1146/annurev-arplant-083123-055521	2025	N			RNA Structure: Function and Application in Plant Biology.
2024-2025	10.1007/978-1-0716-4079-1_2	2025	N			Sequence Design Using RNAstructure.
2024-2025	10.1016/j.cell.2025.06.007	2025	N			Recessive epistasis of a synonymous mutation confers cucumber domestication through epitranscriptomic regulation.
2024-2025	10.1002/prot.70030	2026	N			Accurate Biomolecular Structure Prediction in CASP16 With Optimized Inputs to State-Of-The-Art Predictors.
2024-2025	10.1002/cbic.202401047	2025	N			Structural Biology of RNA and Protein-RNA Complexes after AlphaFold3.
2024-2025	10.1261/rna.080335.124	2025	Y	PMC11912913		Role of the sarcin-ricin loop of 23S rRNA in biogenesis of the 50S ribosomal subunit.
2024-2025	10.1098/rsif.2024.0878	2025	Y	PMC11999736		Principles of &lt;i&gt;in vitro&lt;/i&gt; selection of ribozymes from random sequence libraries.
2024-2025	10.1089/jir.2024.0229	2025	N	PMC12491954		Sequence Diversity in the 3' Untranslated Region of Alphavirus Modulates IFIT2-Dependent Restriction in a Cell Type-Dependent Manner.
2024-2025	10.1093/biomethods/bpae097	2025	Y	PMC11729747		Robust RNA secondary structure prediction with a mixture of deep learning and physics-based experts.
2024-2025	10.1136/jitc-2024-010024	2025	Y	PMC11927434	GSE263115	Comprehensive immunophenotyping of gastric adenocarcinoma identifies an inflamed class of tumors amenable to immunotherapies.
2024-2025	10.1016/j.str.2025.01.017	2025	N	PMC13007290		Selective deuteration of an RNA:RNA complex for structural analysis using small-angle scattering.
2024-2025	10.1523/jneurosci.1717-25.2025	2025	N	PMC12696632		A Peptidergic Neural System Connects the Circadian Clock to the Photoperiodic Control of Reproductive Diapause in the Bug &lt;i&gt;Riptortus pedestris&lt;/i&gt;.
2024-2025	10.1016/bs.pmbts.2025.05.002	2025	N			Structural prediction of potent non-coding RNAs.
2024-2025	10.4103/nrr.nrr-d-25-00380	2026	N			Nigrostriatal dopaminergic vulnerability in Parkinson's disease: Neuroprotective strategies.
2024-2025	10.1016/j.tips.2025.06.007	2025	N			Structure-function-guided drug development efforts to target lncRNAs.
2024-2025	10.1002/jnr.70084	2025	Y	PMC12516300	GSE302532	Moderate Chronic Treadmill Exercise Slows Dopaminergic Neuron Loss in a Rat Model of Parkinson's Disease and Alters RNA Content of Circulating Plasma Exosomes.
2024-2025	10.1016/j.jbc.2025.108251	2025	Y	PMC11919584		Polyamines enhance repeat-associated non-AUG translation from CCUG repeats by stabilizing the tertiary structure of RNA.
2024-2025	10.1073/pnas.2418418122	2025	Y	PMC12002268		Structural switching dynamically controls the doubly pseudoknotted Rous sarcoma virus-programmed ribosomal frameshifting element.
2024-2025	10.1128/jvi.01919-24	2025	Y	PMC11998532		Hairpin inserts in viral genomes are stable when they conform to the thermodynamic properties of viral RNA substructures.
2024-2025	10.1007/978-1-0716-4079-1_1	2025	N			Sequence Design for RNA-RNA Interactions.
2024-2025	10.3390/brainsci15101080	2025	Y	PMC12563713		miR-218 Regulates the Excitability of VTA Dopamine Neurons and the Mesoaccumbens Pathway in Mice.
2024-2025	10.1002/advs.202410908	2025	Y	PMC12120708		Delivery of A Chemically Modified Noncoding RNA Domain Improves Dystrophic Myotube Function.
2024-2025	10.1016/j.nbd.2025.106899	2025	N			A novel mouse model of chronic neuronopathic Gaucher disease exhibits Parkinson's disease-like phenotypes.
2024-2025	10.1016/j.jmb.2025.169451	2025	N			Insights About the Structure and Recognition Mechanism of the Rev Response Element of HIV-1 Revealed by FRET-monitored Mutagenesis and Modeling.
2024-2025	10.1016/j.celrep.2025.115236	2025	Y	PMC11921876		A conserved class of viral RNA structures regulates translation reinitiation through dynamic ribosome interactions.
2024-2025	10.21037/tcr-2025-971	2025	Y	PMC12611398	GSE210038	Prognostic significance of key immune cell functional alterations in clear cell renal cell carcinoma.
2024-2025	10.1002/prot.70076	2026	Y	PMC12703882		Progress and Bottlenecks for Deep Learning in Computational Structure Biology: CASP Round XVI.
2024-2025	10.7717/peerj.19367	2025	Y	PMC12045275		Genetic variations of the &lt;i&gt;SHFL&lt;/i&gt; gene associated with hepatitis C virus (HCV) infection in Yunnan population.
2024-2025	10.7150/thno.104698	2025	Y	PMC11729565		Optimized circular RNA vaccines for superior cancer immunotherapy.
2024-2025	10.1007/s12035-025-05274-w	2025	N			18β-Glycyrrhetinic Acid Regulates Endoplasmic Reticulum Stress and Autophagy Dysregulation in the MPTP/p-Induced Model of Parkinson Disease.
2024-2025	10.1111/cns.70472	2025	Y	PMC12168485		Dopaminergic Neuron-Derived AIMP1 Promotes Neurodegeneration via CD23-Dependent Microglial Activation.
2024-2025	10.1080/15476286.2025.2471643	2025	Y	PMC11913385		Characterization of the binding features between SARS-CoV-2 5'-proximal transcripts of genomic RNA and nucleocapsid proteins.
2024-2025	10.1007/s00018-025-05660-6	2025	Y	PMC11977062		Loss of NgBR causes neuronal damage through decreasing KAT7-mediated RFX1 acetylation and FGF1 expression.
2024-2025	10.1261/rna.080274.124	2025	Y	PMC12001964		Conformational heterogeneity in the dGsw purine riboswitch: role of Mg&lt;sup&gt;2+&lt;/sup&gt; and 2'-dG in aptamer folding.
2024-2025	10.1242/jeb.250528	2025	N			Corazonin mediates photoperiodically induced diapause in the bean bug Riptortus pedestris.
2024-2025	10.1016/j.jmb.2025.169317	2025	Y	PMC12801146		Structural Features Within Precursor microRNA-20a Regulate Dicer-TRBP Processing.
2024-2025	10.1152/physiolgenomics.00073.2025	2025	N	PMC12679999		The transcriptomes of hypothalamic micropunches reveal sex differences in regulatory processes across hibernation in the Arctic ground squirrel.
2024-2025	10.1016/j.ymthe.2025.01.049	2025	N	PMC11897814		FKBP51 inhibition ameliorates neurodegeneration and motor dysfunction in the neuromelanin-SNCA mouse model of Parkinson's disease.
2024-2025	10.1016/j.jare.2025.07.060	2026	Y	PMC13131434		Spike RBD drives sustained Parkinson's disease progression via microglia-neuron crosstalk-mediated RTP801 upregulation.
2024-2025	10.1038/s41531-025-00981-6	2025	Y	PMC12078614	GSE289241	Differential memory enrichment of cytotoxic CD4 T cells in Parkinson's disease patients reactive to α-synuclein.
2024-2025	10.1016/j.ccell.2025.02.027	2025	N	PMC12124822		Small-molecule RNA therapeutics to target prostate cancer.
2024-2025	10.1016/j.molcel.2025.02.025	2025	N	PMC12009195		Rapid folding of nascent RNA regulates eukaryotic RNA biogenesis.
2024-2025	10.1016/j.expneurol.2025.115239	2025	N			Involvement of the basolateral amygdaloid nucleus anterior part 5-HT&lt;sub&gt;7&lt;/sub&gt; receptors in the regulation of anxiety-like behaviors in hemiparkinsonian rats.
2024-2025	10.3389/fimmu.2025.1591123	2025	Y	PMC12271198	GSE183904	Integrative single-cell and spatial transcriptomics uncover ELK4-mediated mechanisms in &lt;i&gt;NDUFAB1&lt;/i&gt;+ tumor cells driving gastric cancer progression, metabolic reprogramming, and immune evasion.
2024-2025	10.1242/bio.061677	2025	Y	PMC11957448		A CRISPR mis-insertion in the Zic3 5'UTR inhibits in vivo translation and is predicted to result in formation of an mRNA stem-loop hairpin.
2024-2025	10.1186/s12864-025-11636-4	2025	Y	PMC12063418	PRJNA1172176	Isoform-resolution single-cell RNA sequencing reveals the transcriptional panorama of adult Baoshan pig testis cells.
2024-2025	10.1016/j.jare.2025.05.050	2026	Y	PMC12957797		Fibrinogen exacerbates α-synuclein aggregation and mitochondrial dysfunction via alpha5beta3 integrin in Parkinson's disease.
2024-2025	10.1016/j.heliyon.2025.e42237	2025	Y	PMC11815678	GSE173839	A novel gene signature for predicting outcome in colorectal cancer patients based on tumor cell-endothelial cell interaction via single-cell sequencing and machine learning.
2025-2026	10.1261/rna.081029.126	2026	N			Optimized tRNA structure-seq reveals robust tRNA secondary structures in &lt;i&gt;S. cerevisiae&lt;/i&gt; under mild stress conditions.
2025-2026	10.3791/69945	2026	N	PMC13108907		Comparative RNA Structure Analysis of Nascent and Mature Transcripts in Saccharomyces cerevisiae.
2025-2026	10.1093/bib/bbag301	2026	Y	PMC13267909	GSE131506	VIRSE: a variational Bayesian framework for RNA structural ensemble inference.
2025-2026	10.1016/j.jbc.2026.113194	2026	N			SARS-CoV-2 5'-UTR stem-loops activate the antiviral protein oligoadenylate synthetase 1 (OAS1).
2025-2026	10.1002/chem.202503291	2026	Y	PMC13037363		Recent Advances in Chemical Probing Strategies for RNA Structure Determination In Vivo.
2025-2026	10.1261/rna.080775.125	2026	Y	PMC13085925		Structure-informed mutagenesis identifies combinatorial contributions to mouse insulin receptor IRES function.
2025-2026	10.3390/v18040470	2026	Y	PMC13120261		SHAPE-MaP-Based Assessment of the Structure of Citrus Tristeza Virus Long Non-Coding RNA.
2025-2026	10.1186/s13059-026-04115-w	2026	N			FIRST-seq: a nanopore-based cDNA sequencing platform for RNA modification and structure profiling.
2025-2026	10.1038/s41592-026-03069-y	2026	Y	PMC13167473	GSE304702	Direct RNA sequencing and signal alignment reveal RNA structure ensembles in a eukaryotic cell.
2025-2026	10.1093/gpbjnl/qzag052	2026	N			NanoRAPID: A Deep Learning-based Framework for Single-molecule RNA Structure Analysis Using Nanopore Direct RNA Sequencing.
2025-2026	10.1016/j.molcel.2026.03.029	2026	N	PMC13120737		Multi-site DMS probing reveals higher-order structure of RNA-protein complexes in living cells.
2025-2026	10.1016/j.cell.2025.12.030	2026	N	PMC12866964		Mechanistic insights into RNA chaperoning by Ro60 and La autoantigens.
2025-2026	10.1007/s00439-026-02830-9	2026	Y	PMC13149559		A novel splice site variant in DEGS1 leads to aberrant splicing and loss of DEGS1 enzyme activity, a VUS resolved.
2025-2026	10.1186/s12985-026-03105-5	2026	Y	PMC13011282		Identification and comparison of RNA structures in 5'- and 3'-terminal genomic regions across four coronavirus genera by SHAPE analysis.
2025-2026	10.3390/v18050543	2026	Y	PMC13211532		Decoding the Structural Complexity of Viral RNAs with SHAPE to Guide Antiviral Therapeutics.
2025-2026	10.1021/acschembio.6c00184	2026	Y	PMC13288477		Mapping the Structure and Conformational Landscape of the 10-23 DNAzyme.
2025-2026	10.1016/j.bbamcr.2026.120171	2026	N	PMC13287626		Folding the message: mRNA structure as a regulatory layer of human mitochondrial gene expression.
2025-2026	10.1094/phyto-05-25-0158-sc	2026	N			Nuclear Inclusion Protein b Interaction Sites &lt;sup&gt;3597&lt;/sup&gt;AUU and &lt;sup&gt;3607&lt;/sup&gt;GGCU Are Crucial to the Replication of Wheat Yellow Mosaic Virus RNA2.
2025-2026	10.1038/s41467-026-69648-x	2026	Y	PMC13018625	PRJNA938111	Co-transcriptional folding orchestrates sequential multi-effector sensing by a glycine tandem riboswitch.
2025-2026	10.1016/j.omtn.2026.102968	2026	Y	PMC13264038		Rational design of hammerhead ribozymes as CD93 silencing tools for vascular diseases.
2025-2026	10.21769/bioprotoc.5453	2026	N			Enhancement of RNA Imaging Platforms by the Use of Peptide Nucleic Acid-Based Linkers.
2025-2026	10.3389/fmicb.2026.1771046	2026	N			The sRNA LhrC5 and Hfq post-transcriptionally regulate ferritin expression in &lt;i&gt;Listeria monocytogenes&lt;/i&gt;.
2025-2026	10.1093/nargab/lqag044	2026	Y	PMC13129543		RNAStructuromeDB: a transcriptome-wide database of predicted RNA secondary structures with integrated APIs for functional annotation and RNA-targeted drug discovery.
2025-2026	10.1099/jgv.0.002268	2026	Y	PMC13224872		The SL-I structural element of the 3' UTR region of West Nile virus participates in the regulation of viral translation.
