pmid	doi	year	oa	pmcid	title
39883271	10.1007/s44307-024-00010-2	2024	Y	PMC11740852	RNA structure: implications in viral infections and neurodegenerative diseases.
40645522	10.1016/j.jbc.2025.110468	2025	Y	PMC12357095	The impact of RNA chemical probing reagents on RNA-binding proteins.
41051902	10.1021/jacs.5c11898	2025	Y	PMC12532193	Covalent Probes Reveal Small-Molecule Binding Pockets in Structured RNA and Enable Bioactive Compound Design.
39791862	10.1021/acs.biochem.4c00468	2025	N		Influence of Magnesium Ions and Crowding Agents on Structure and Stability of RNA Aptamers.
41478572	10.1016/j.jbc.2025.111119	2026	Y	PMC12857270	The RNA thermometer motif ROSE-G regulates ABC transporter gene expression in bacteria.
41130207	10.1016/j.cell.2025.09.014	2025	N		Pan-modification profiling facilitates a cross-evolutionary dissection of the thermoregulated ribosomal epitranscriptome.
38925369	10.1016/j.antiviral.2024.105946	2024	N		Targeting sgRNA N secondary structure as a way of inhibiting SARS-CoV-2 replication.
38670632	10.1261/rna.079974.124	2024	Y	PMC11182018	A new reagent for in vivo structure probing of RNA G and U residues that improves RNA structure prediction alone and combined with
40883253	10.1002/advs.202506314	2025	Y	PMC12520504	diPaRIS: Dynamic and Interpretable Protein-RNA Interactions Prediction With U-Shaped Network and Novel Structure Encoding.
38935561	10.1073/pnas.2403063121	2024	Y	PMC11228461	An RNA pseudoknot mediates toxin translation and antitoxin inhibition.
40219967	10.1093/nar/gkaf283	2025	Y	PMC11992675	Tailoring and reversing m6A editing with sequential RNA bioorthogonal chemistry.
40282297	10.3390/biology14040432	2025	Y	PMC12024694	RNA Binding to CCRRM of PABPN1 Induces Conformation Change.
39241085	10.1371/journal.pgen.1011100	2024	Y	PMC11421799	RluA is the major mRNA pseudouridine synthase in Escherichia coli.
39885881	10.1093/nargab/lqaf001	2025	Y	PMC11780854	Consistent features observed in structural probing data of eukaryotic RNAs.
41437554	10.1002/anie.202517243	2026	Y	PMC12865241	Site-Selective Ligand Selection by Mutational Profiling for Covalent RNA Targeting.
38165154	10.1128/mbio.02621-23	2024	Y	PMC10865803	Specific RNA structures in the 5' untranslated region of the human cytomegalovirus major immediate early transcript are critical f
39024447	10.1126/science.adm9238	2024	N	PMC11510358	The human mitochondrial mRNA structurome reveals mechanisms of gene expression.
41450618	10.1021/jacsau.5c01280	2025	Y	PMC12728637	A Small Cationic Probe for Accurate, Punctate Discovery of RNA Tertiary Structure.
40744494	10.1093/nar/gkaf701	2025	Y	PMC12311782	SEISMICgraph: a web-based tool for RNA structure data visualization.
41368196	10.1093/nargab/lqaf171	2025	Y	PMC12684387	A method for estimating energy parameters of RNAs by differentiating base-pairing probabilities.
38935442	10.1089/cmb.2024.0519	2024	N		Phylogenetic and Chemical Probing Information as Soft Constraints in RNA Secondary Structure Prediction.
40914243	10.1016/j.jbc.2025.110686	2025	Y	PMC12605026	Cryo-EM study and in vivo chemical mapping of the Methanosarcina acetivorans ribosome and its dimerization via a repurposed enzyme
41289992	10.1016/j.stem.2025.11.001	2025	N	PMC12826796	Space-associated stem cell hallmarks of aging and resilience in astronauts.
41058062	10.1080/15476286.2025.2570043	2025	Y	PMC12520072	Precursor RNA structural patterns at SF3B1 mutation sensitive cryptic 3' splice sites.
41266282	10.1021/jacs.5c13970	2025	N		An Unexpected Adenosine-Alkylating Ribozyme Emerged by Target Site Relocation during in Vitro Selection.
40192289	10.1128/jvi.02167-24	2025	Y	PMC7617654	An intra-family conserved high-order RNA structure within the M ORF is important for arterivirus subgenomic RNA accumulation and i
41151853	10.21873/cgp.20552	2025	Y	PMC12577606	Investigating the Roles of MAPKs as Precision Oncology Targets: A Multi-cancer Expression and Survival Study.
41402836	10.1186/s13036-025-00601-0	2025	Y	PMC12822233	Universal and quantitative detection of double-stranded RNAs as a signature of pan-virus infections using a luciferase-based biose
41190339	10.1039/d5cb00078e	2026	Y	PMC12580927	RNA-binding fluorogenic probes: G-clamp conjugated with a thiazole orange derivative for screening RNA-binding small molecules.
40796588	10.1038/s41598-025-12992-7	2025	Y	PMC12343946	Comparative analysis of library preparation approaches for FFPE gene expression profiling and related recommendations.
40412519	10.1016/j.jbc.2025.110282	2025	Y	PMC12268651	Regulatory helix plays a key role in genetic ON-OFF switching for the 2'-deoxyguanosine-sensing mRNA element.
38709889	10.1093/nar/gkae348	2024	Y	PMC11223795	SHAPEwarp-web: sequence-agnostic search for structurally homologous RNA regions across databases of chemical probing data.
41451204	10.3389/fimmu.2025.1727298	2025	Y	PMC12727913	COL8A1 as a pro-inflammatory mediator bridges immune evasion and therapy resistance in glioma.
41079780	10.1016/j.csbj.2025.10.003	2025	Y	PMC12513224	When does molecular dynamics improve RNA models? Insights from CASP15 and practical guidelines.
41383936	10.3389/fpls.2025.1688991	2025	Y	PMC12689509	Transcriptome-wide prediction of heat-sensitive RNA structures in &lt;i&gt;Zea mays&lt;/i&gt;.
40410281	10.1038/s41598-025-02082-z	2025	Y	PMC12102362	A comparative analysis of mRNA enrichment strategies and guidance for improving their efficiency.
40844273	10.1128/jmbe.00139-25	2025	Y	PMC12687630	An interdisciplinary approach in teaching RNA secondary structure prediction to first-year undergraduate students using an automat
41413030	10.1038/s41467-025-66265-y	2025	Y	PMC12714719	Designing molecular RNA switches with Restricted Boltzmann machines.
39643965	10.1016/j.xpro.2024.103471	2024	Y	PMC11656088	Protocol for mapping RNA G-quadruplex for chromatin-bound RNA using d-rG4-seq.
40085648	10.1016/j.xpro.2025.103677	2025	Y	PMC11952794	Protocol for forming G-quadruplexes from double-stranded DNA during transcription.
41448304	10.1016/j.ijbiomac.2025.149883	2026	N		MsipNet: a multi-scale representation learning framework for predicting protein-RNA interaction.
41414643	10.1093/gpbjnl/qzaf127	2025	Y	PMC13197129	On the Completeness of Existing RNA Fragment Structures.
38543786	10.3390/v16030421	2024	Y	PMC10974462	Structural Impact of the Interaction of the Influenza A Virus Nucleoprotein with Genomic RNA Segments.
40744708	10.1261/rna.080414.125	2025	N		Solution structure determination and biophysical characterization studies of 7SK RNP and 7SL SRP RNAs.
40874589	10.1093/nar/gkaf834	2025	Y	PMC12392093	DEAD-box helicase intrinsically disordered domains and structural dynamics of HIV-1 RNA are required to reveal DDX3X catalytic eff
38777381	10.1261/rna.079767.123	2024	Y	PMC11251524	Magnesium ions mitigate metastable states in the regulatory landscape of mRNA elements.
41039493	10.1186/s13578-025-01470-2	2025	Y	PMC12492894	Challenges and opportunities in technologies and methods for lncRNA structure determination.
40715694	10.1038/s41416-025-03127-w	2025	Y	PMC12480914	A cancer-associated TP53 synonymous mutation induces synthesis of the p53 isoform p53/47.
39625751	10.7554/elife.98540	2024	Y	PMC11614387	RNA tertiary structure and conformational dynamics revealed by BASH MaP.
38677514	10.1016/j.jbc.2024.107317	2024	Y	PMC11145556	Probing RNA structure and dynamics using nanopore and next generation sequencing.
39024941	10.1016/j.sbi.2024.102877	2024	N	PMC11392614	Visualizing RNA structure ensembles by single-molecule correlated chemical probing.
41405767	10.1007/s12032-025-03116-2	2025	N		Multi-omics integration reveals CYP2B6 as a central node in the molecular landscape of non-small cell lung cancer.
41685150	10.1016/j.apsb.2025.12.017	2026	Y	PMC12891845	Harnessing deep learning to accelerate the development of antibodies and aptamers.
40169225	10.1261/rna.080383.125	2025	Y	PMC12084888	Constructing an active chimeric pRNA ring with a stoichiometry of six and identifying 12 domains of the pRNA ring binding to the 1
41137157	10.1186/s13015-025-00278-6	2025	Y	PMC12553252	RNA inverse folding can be solved in linear time for structures without isolated stacks or base pairs.
40886270	10.1007/978-981-96-9428-0_5	2025	N		Prediction of Circular RNA Secondary Structures and Their Targets.
40072111	10.3390/cells14050383	2025	Y	PMC11898529	The LSmAD Domain of Ataxin-2 Modulates the Structure and RNA Binding of Its Preceding LSm Domain.
41224723	10.1002/wrna.70029	2025	N		Lost in Translation: When the Rules Do Not Apply.
41183740	10.1016/j.biochi.2025.10.018	2026	N		Are Traditional mutant controls sufficient to identify true RNA G-quadruplex binding proteins?
40389381	10.1021/acs.biochem.5c00160	2025	N		Emergent and Convergent Features in the Laboratory Evolution of Polymerase Ribozymes.
38697667	10.1261/rna.079837.123	2024	Y	PMC11251518	A novel reporter for helicase activity in translation uncovers DDX3X interactions.
41422509	10.1016/j.celrep.2025.116739	2026	Y	PMC12951691	A ribosome-bound pseudoknot in the HCV coding region stimulates viral growth by tuning viral translation.
40213272	10.1016/j.csbj.2025.03.021	2025	Y	PMC11982051	Transformers in RNA structure prediction: A review.
40541447	10.1261/rna.080460.125	2025	Y	PMC12360210	RNA aptamers as tools for the purification and analysis of in vivo assembled ribonucleoproteins.
38084902	10.1093/nar/gkad1159	2024	Y	PMC10810284	Visualizing a two-state conformational ensemble in stem-loop 3 of the transcriptional regulator 7SK RNA.
38932154	10.3390/v16060861	2024	Y	PMC11209300	A 44-Nucleotide Region in the Chikungunya Virus 3' UTR Dictates Viral Fitness in Disparate Host Cells.
40529229	10.1016/j.ncrna.2025.05.010	2025	Y	PMC12173672	Computational discovery of conserved RNA structures and functional characterization of a structured lncRNA in &lt;i&gt;Leishmania 
41131053	10.1038/s41598-025-21072-9	2025	Y	PMC12550061	Exploring GNRA tetraloop-like motifs in nucleic acid 3D structures.
41146492	10.1016/j.xplc.2025.101575	2026	Y	PMC12902235	In vivo RNA structure influences the translation and stability of plant long non-coding RNAs.
40594473	10.1038/s41598-025-07041-2	2025	Y	PMC12215848	Comprehensive datasets for RNA design, machine learning, and beyond.
40936360	10.1002/2211-5463.70122	2026	Y	PMC12871560	Interplay between RNA-protein interactions and RNA structures in gene regulation.
41346780	10.3389/fbinf.2025.1690229	2025	Y	PMC12672545	Computational analysis of transcriptome data and mapping of functional networks in Parkinson's disease.
41107360	10.1038/s41598-025-20519-3	2025	Y	PMC12534491	In-cell NMR spectra of chemically unmodified RNA at physiological temperature with extended lifetime through RNase inhibitor cockt
41021809	10.1073/pnas.2504034122	2025	N	PMC12519161	CAR-SPLASH identifies nascent pre-mRNA structures implicated in kinetic coupling and alternative splicing.
41274470	10.1016/j.ijbiomac.2025.149185	2026	N		Translatable circular RNAs: Mechanism, function and clinical application.
40971668	10.1093/gpbjnl/qzaf078	2025	Y	PMC13198871	Differential Evolution of CDS and UTR Non-canonical RNA G-quadruplex Structures in Eukaryotic Transcriptomes.
40126909	10.1016/j.jmb.2025.169012	2025	N	PMC12353319	RNAproDB: A Webserver and Interactive Database for Analyzing Protein-RNA Interactions.
40778521	10.1002/prot.70034	2026	N		Enhancing RNA 3D Structure Prediction: A Hybrid Approach Combining Expert Knowledge and Computational Tools in CASP16.
40320073	10.1016/j.jbc.2025.110172	2025	Y	PMC12205651	A 36-base hairpin within lncRNA DRAIC, which is modulated by alternative splicing, interacts with the IKKα coiled-coil domain and 
39044076	10.1007/978-1-0716-4027-2_7	2024	N		Structural Analysis of the Hepatitis B Virus RNA Encapsidation Signal ε by Selective 2'-Hydroxyl Acylation Analyzed by Primer Exte
40488225	10.1002/prot.26856	2026	N	PMC12354339	Enhancing RNA 3D Structure Prediction in CASP16: Integrating Physics-Based Modeling With Machine Learning for Improved Predictions
39348742	10.1016/j.sbi.2024.102933	2024	N		The role of RNA structure in 3' end processing in eukaryotes.
39882309	10.1093/ve/veae115	2025	Y	PMC11776705	SARS-CoV-2 CoCoPUTs: analyzing GISAID and NCBI data to obtain codon statistics, mutations, and free energy over a multiyear period
40446307	10.1146/annurev-virology-100422-031237	2025	N		Conduits, Doppelgängers, and Chimeras: RNA Structures at the Virus-Host Interface.
40235059	10.1177/18758592241308730	2025	Y	PMC12288606	CXCL1 and CXCL8: Reliable and feasible biomarkers differentiating intrapulmonary metastasis from multiple primary neoplasms in non
41165252	10.1002/prot.70072	2026	N	PMC13185081	Assessment of Nucleic Acid Structure Prediction in CASP16.
39146886	10.1016/j.sbi.2024.102908	2024	N		Structural and biophysical dissection of RNA conformational ensembles.
41313605	10.1093/bib/bbaf616	2025	Y	PMC12661943	A comprehensive benchmarking of the AlphaFold3 for predicting biomacromolecules and their interactions.
40693431	10.1142/s0219720025300011	2025	N		A brief review and comparative analysis of RNA secondary structure prediction tools.
40205851	10.1093/bib/bbaf137	2025	Y	PMC11982019	Comprehensive benchmarking of large language models for RNA secondary structure prediction.
40672601	10.62347/fkds7259	2025	N	PMC12261183	CDKN2A and matrix metalloproteinases: key regulators of cellular senescence in squamous cell carcinoma.
39933218	10.1016/j.sbi.2025.102991	2025	N		Deep learning for RNA structure prediction.
40741766	10.1128/mbio.01984-25	2025	Y	PMC12421834	A U508C synonymous mutation in the SARS-CoV-2 deletion hotspot reduces deletion frequency and accelerates viral clearance.
40539608	10.7554/elife.102550	2025	Y	PMC12180898	Mapping HIV-1 RNA structure, homodimers, long-range interactions and persistent domains by HiCapR.
		2025	N		Loss of NgBR causes neuronal damage through decreasing KAT7-mediated RFX1 acetylation and FGF1 expression
41019300	10.1093/femsml/uqaf022	2025	Y	PMC12464536	Involvement of RNase J in CRISPR RNA maturation in the cyanobacterium &lt;i&gt;Synechocystis&lt;/i&gt; sp. PCC 6803.
38177506	10.1038/s41592-023-02128-y	2024	Y	PMC10927541	RNA structure profiling at single-cell resolution reveals new determinants of cell identity.
39496639	10.1038/s41598-024-75208-4	2024	Y	PMC11535051	KRAS G12C mutation in NSCLC in a small genetic center: insights into sotorasib therapy response potential.
40939421	10.1016/j.jmb.2025.169410	2025	N		Role of Antitoxin RNA Pseudoknot in Regulating Toxin Activity and Toxin-antitoxin RNP Complex Assembly.
39868559	10.1107/s2059798325000592	2025	Y	PMC11804252	Has AlphaFold3 achieved success for RNA?
40399037	10.1261/rna.080215.124	2025	N		Evaluation of novel computational methods to identify RNA-binding protein footprints from structural data.
39312148	10.1007/978-1-0716-4079-1_16	2025	N		Datasets for Benchmarking RNA Design Algorithms.
40425312	10.1261/rna.080288.124	2025	N	PMC12265936	OpenASO: RNA Rescue-designing splice-modulating antisense oligonucleotides through community science.
40333738	10.3390/molecules30081777	2025	Y	PMC12029786	Biochemical Characterization of a Non-G4-Type RNA Aptamer That Lights Up a GFP-like Fluorogenic Ligand.
40926050	10.1038/s44321-025-00304-5	2025	Y	PMC12514043	Manipulating Zika virus RNA tertiary structure for developing tissue-specific attenuated vaccines.
40527531	10.1261/rna.080413.125	2025	N		Crystallographic and cryoEM analyses reveal SARS-CoV-2 SL5 is a mobile T-shaped four-way junction with deep pockets.
40751131	10.1002/prot.70033	2026	Y	PMC12321240	Structure Modeling Protocols for Protein Multimer and RNA in CASP16 With Enhanced MSAs, Model Ranking, and Deep Learning.
41694548	10.1007/s12561-024-09466-1	2026	Y	PMC12904911	Canopy2: Tumor Phylogeny Inference by Bulk DNA and Single-Cell RNA Sequencing.
41380080	10.1002/prot.70099	2026	Y	PMC12750033	Cryo-EM Analysis in CASP16.
40101225	10.1146/annurev-arplant-083123-055521	2025	N		RNA Structure: Function and Application in Plant Biology.
39312134	10.1007/978-1-0716-4079-1_2	2025	N		Sequence Design Using RNAstructure.
39188533	10.1007/s13205-024-04057-9	2024	N	PMC11344749	Computational exploration of protein structure dynamics and RNA structural consequences of &lt;i&gt;PKD1&lt;/i&gt; missense varian
40602402	10.1016/j.cell.2025.06.007	2025	N		Recessive epistasis of a synonymous mutation confers cucumber domestication through epitranscriptomic regulation.
40762404	10.1002/prot.70030	2026	N		Accurate Biomolecular Structure Prediction in CASP16 With Optimized Inputs to State-Of-The-Art Predictors.
38738621	10.1093/nar/gkae356	2024	Y	PMC11223799	SimRNAweb v2.0: a web server for RNA folding simulations and 3D structure modeling, with optional restraints and enhanced analysis
39875174	10.1261/rna.080335.124	2025	Y	PMC11912913	Role of the sarcin-ricin loop of 23S rRNA in biogenesis of the 50S ribosomal subunit.
39936575	10.1002/cbic.202401047	2025	N		Structural Biology of RNA and Protein-RNA Complexes after AlphaFold3.
39718192	10.1111/febs.17368	2025	N		A guide to RNA structure analysis and RNA-targeting methods.
39585047	10.3390/ncrna10060055	2024	Y	PMC11587127	Comparison of Three Computational Tools for the Prediction of RNA Tertiary Structures.
38429654	10.1186/s12859-024-05704-x	2024	Y	PMC11264973	AStruct: detection of allele-specific RNA secondary structure in structuromic probing data.
39671441	10.1371/journal.pbio.3002948	2024	Y	PMC11706538	The conserved noncoding RNA ModT coordinates growth and virulence in Clostridioides difficile.
39524454	10.4310/cis.241021213225	2024	N	PMC11545564	smFRET-assisted RNA structure prediction.
38358972	10.1371/journal.pone.0297105	2024	Y	PMC10868834	De novo prediction of RNA 3D structures with deep generative models.
39359229	10.1021/acs.biochem.4c00343	2024	N	PMC11489888	Fingerprinting Tertiary Structure in Complex RNAs Using Single-Molecule Correlated Chemical Probing.
40233799	10.1098/rsif.2024.0878	2025	Y	PMC11999736	Principles of &lt;i&gt;in vitro&lt;/i&gt; selection of ribozymes from random sequence libraries.
40079162	10.1089/jir.2024.0229	2025	N	PMC12491954	Sequence Diversity in the 3' Untranslated Region of Alphavirus Modulates IFIT2-Dependent Restriction in a Cell Type-Dependent Mann
41017439	10.1080/07391102.2025.2563688	2026	N		Computational identification of potential tandem pseudoknots in the 5'UTR and start codon regions of human mRNAs.
39811444	10.1093/biomethods/bpae097	2025	Y	PMC11729747	Robust RNA secondary structure prediction with a mixture of deep learning and physics-based experts.
40102027	10.1136/jitc-2024-010024	2025	Y	PMC11927434	Comprehensive immunophenotyping of gastric adenocarcinoma identifies an inflamed class of tumors amenable to immunotherapies.
39933513	10.1016/j.str.2025.01.017	2025	N	PMC13007290	Selective deuteration of an RNA:RNA complex for structural analysis using small-angle scattering.
41290415	10.1523/jneurosci.1717-25.2025	2025	N	PMC12696632	A Peptidergic Neural System Connects the Circadian Clock to the Photoperiodic Control of Reproductive Diapause in the Bug &lt;i&gt
40543912	10.1016/bs.pmbts.2025.05.002	2025	N		Structural prediction of potent non-coding RNAs.
40808403	10.4103/nrr.nrr-d-25-00380	2026	N		Nigrostriatal dopaminergic vulnerability in Parkinson's disease: Neuroprotective strategies.
39770066	10.3390/molecules29245978	2024	Y	PMC11676819	RNA Stability: A Review of the Role of Structural Features and Environmental Conditions.
38348910	10.1093/nar/gkae089	2024	Y	PMC10954457	RNAvigate: efficient exploration of RNA chemical probing datasets.
39568250	10.1002/anie.202417370	2025	Y	PMC11773311	Selective Nonenzymatic Formation of Biologically Common RNA Hairpins.
41078024	10.1002/jnr.70084	2025	Y	PMC12516300	Moderate Chronic Treadmill Exercise Slows Dopaminergic Neuron Loss in a Rat Model of Parkinson's Disease and Alters RNA Content of
38866431	10.1261/rna.080013.124	2024	Y	PMC11331406	Modeling the structure and DAP5-binding site of the FGF-9 5'-UTR RNA utilized in cap-independent translation.
39894221	10.1016/j.jbc.2025.108251	2025	Y	PMC11919584	Polyamines enhance repeat-associated non-AUG translation from CCUG repeats by stabilizing the tertiary structure of RNA.
40744779	10.1016/j.tips.2025.06.007	2025	N		Structure-function-guided drug development efforts to target lncRNAs.
39795966	10.3390/ijms26010110	2024	Y	PMC11719923	RNA Structure: Past, Future, and Gene Therapy Applications.
38661206	10.1093/nar/gkae289	2024	N		Towards parsimonious generative modeling of RNA families.
39187256	10.1002/wrna.1869	2024	N		Synthetic antibodies for accelerated RNA crystallography.
40172966	10.1073/pnas.2418418122	2025	Y	PMC12002268	Structural switching dynamically controls the doubly pseudoknotted Rous sarcoma virus-programmed ribosomal frameshifting element.
39796093	10.3390/ijms26010236	2024	Y	PMC11720287	Localization of Melanocortin 1 Receptor in the Substantia Nigra.
38499485	10.1093/nar/gkae185	2024	Y	PMC11162794	Conserved intronic secondary structures with concealed branch sites regulate alternative splicing of poison exons.
40116513	10.1128/jvi.01919-24	2025	Y	PMC11998532	Hairpin inserts in viral genomes are stable when they conform to the thermodynamic properties of viral RNA substructures.
39312133	10.1007/978-1-0716-4079-1_1	2025	N		Sequence Design for RNA-RNA Interactions.
38000388	10.1093/nar/gkad1120	2024	Y	PMC10810187	Co-transcriptional folding of the glmS ribozyme enables a rapid response to metabolite.
41154175	10.3390/brainsci15101080	2025	Y	PMC12563713	miR-218 Regulates the Excitability of VTA Dopamine Neurons and the Mesoaccumbens Pathway in Mice.
39220269	10.1016/j.omtn.2024.102278	2024	Y	PMC11364014	Evaluation of the effect of RNA secondary structure on Cas13d-mediated target RNA cleavage.
40194636	10.1016/j.nbd.2025.106899	2025	N		A novel mouse model of chronic neuronopathic Gaucher disease exhibits Parkinson's disease-like phenotypes.
39289353	10.1038/s41467-024-52235-3	2024	Y	PMC11408619	Mechanistic analysis of Riboswitch Ligand interactions provides insights into pharmacological control over gene expression.
39960339	10.1002/advs.202410908	2025	Y	PMC12120708	Delivery of A Chemically Modified Noncoding RNA Domain Improves Dystrophic Myotube Function.
38217651	10.1007/978-1-0716-3565-0_7	2024	N		Investigation of sRNA-mRNA Interactions in Bacillus subtilis In Vivo.
38383605	10.1038/s41467-024-45517-3	2024	Y	PMC10881587	Decryption of sequence, structure, and functional features of SINE repeat elements in SINEUP non-coding RNA-mediated post-transcri
39470222	10.1080/15257770.2024.2421307	2025	N		Catalytic cleavage of an RNA substrate that bypasses the reorganization of its secondary structure during substrate recognition by
39530087	10.3389/fimmu.2024.1414121	2024	Y	PMC11550977	Single-cell and bulk transcriptomic datasets enable the development of prognostic models based on dynamic changes in the tumor imm
40976347	10.1016/j.jmb.2025.169451	2025	N		Insights About the Structure and Recognition Mechanism of the Rev Response Element of HIV-1 Revealed by FRET-monitored Mutagenesis
39893634	10.1016/j.celrep.2025.115236	2025	Y	PMC11921876	A conserved class of viral RNA structures regulates translation reinitiation through dynamic ribosome interactions.
39364891	10.1042/bsr20240139	2024	Y	PMC11499389	The role of structure in regulatory RNA elements.
38426934	10.1093/nar/gkae144	2024	Y	PMC11014237	Conserved structures and dynamics in 5'-proximal regions of Betacoronavirus RNA genomes.
39225633	10.1002/marc.202400606	2024	Y	PMC11661666	Atomistic Simulations Reveal Crucial Role of Metal Ions for Ligand Binding in Guanidine-I Riboswitch.
41234823	10.21037/tcr-2025-971	2025	Y	PMC12611398	Prognostic significance of key immune cell functional alterations in clear cell renal cell carcinoma.
38318492	10.1093/narmme/ugae002	2024	Y	PMC10840451	A compact regulatory RNA element in mouse Hsp70 mRNA.
41178755	10.1002/prot.70076	2026	Y	PMC12703882	Progress and Bottlenecks for Deep Learning in Computational Structure Biology: CASP Round XVI.
40313380	10.7717/peerj.19367	2025	Y	PMC12045275	Genetic variations of the &lt;i&gt;SHFL&lt;/i&gt; gene associated with hepatitis C virus (HCV) infection in Yunnan population.
39865037	10.1134/s0006297924120137	2024	N		Role of Non-Canonical Stacking Interactions of Heterocyclic RNA Bases in Ribosome Function.
38671297	10.1007/s00277-024-05698-9	2024	N		Analysis of mutation profiles in extranodal NK/T-cell lymphoma: clinical and prognostic correlations.
38164599	10.1261/rna.079713.123	2024	Y	PMC10870365	Dissection of protein and RNA regions required for SPEN binding to XIST A-repeat RNA.
39816687	10.7150/thno.104698	2025	Y	PMC11729565	Optimized circular RNA vaccines for superior cancer immunotherapy.
39723156	10.1093/narmme/ugae024	2024	Y	PMC11667243	Triplex H-DNA structure: the long and winding road from the discovery to its role in human disease.
39608721	10.1016/j.jbc.2024.108015	2025	Y	PMC11728972	mRNA vaccine sequence and structure design and optimization: Advances and challenges.
41087772	10.1007/s12035-025-05274-w	2025	N		18β-Glycyrrhetinic Acid Regulates Endoplasmic Reticulum Stress and Autophagy Dysregulation in the MPTP/p-Induced Model of Parkinso
40522094	10.1111/cns.70472	2025	Y	PMC12168485	Dopaminergic Neuron-Derived AIMP1 Promotes Neurodegeneration via CD23-Dependent Microglial Activation.
40192836	10.1007/s00018-025-05660-6	2025	Y	PMC11977062	Loss of NgBR causes neuronal damage through decreasing KAT7-mediated RFX1 acetylation and FGF1 expression.
40077853	10.1080/15476286.2025.2471643	2025	Y	PMC11913385	Characterization of the binding features between SARS-CoV-2 5'-proximal transcripts of genomic RNA and nucleocapsid proteins.
39409011	10.3390/ijms251910682	2024	Y	PMC11477058	Riboswitch Mechanisms for Regulation of P1 Helix Stability.
39324618	10.1042/bst20231304	2024	Y	PMC11555692	Phase separation and viral factories: unveiling the physical processes supporting RNA packaging in dsRNA viruses.
40021341	10.1261/rna.080274.124	2025	Y	PMC12001964	Conformational heterogeneity in the dGsw purine riboswitch: role of Mg&lt;sup&gt;2+&lt;/sup&gt; and 2'-dG in aptamer folding.
39315813	10.1128/jvi.01160-24	2024	N	PMC11494990	Translation of HIV-1 unspliced RNA is regulated by 5' untranslated region structure.
40401750	10.1242/jeb.250528	2025	N		Corazonin mediates photoperiodically induced diapause in the bean bug Riptortus pedestris.
40609633	10.1016/j.jmb.2025.169317	2025	Y	PMC12801146	Structural Features Within Precursor microRNA-20a Regulate Dicer-TRBP Processing.
41060812	10.1152/physiolgenomics.00073.2025	2025	N	PMC12679999	The transcriptomes of hypothalamic micropunches reveal sex differences in regulatory processes across hibernation in the Arctic gr
38531652	10.1261/rna.079977.124	2024	Y	PMC11019749	Structural and functional effects of inosine modification in mRNA.
39515294	10.1016/j.molcel.2024.10.015	2024	N		A functional connection between the Microprocessor and a variant NEXT complex.
38343546	10.3389/fimmu.2024.1247382	2024	Y	PMC10853448	Integrated analysis reveals crosstalk between pyroptosis and immune regulation in renal fibrosis.
38783391	10.1093/nar/gkae349	2024	Y	PMC11194097	Structure of an internal loop motif with three consecutive U•U mismatches from stem-loop 1 in the 3'-UTR of the SARS-CoV-2 genomic
39214284	10.1016/j.jmb.2024.168767	2024	N	PMC11563921	Structure of Essential RNA Regulatory Elements in the West Nile Virus 3'-Terminal Stem Loop.
37962303	10.1093/nar/gkad1034	2024	Y	PMC10783525	An intronic RNA element modulates Factor VIII exon-16 splicing.
39905728	10.1016/j.ymthe.2025.01.049	2025	N	PMC11897814	FKBP51 inhibition ameliorates neurodegeneration and motor dysfunction in the neuromelanin-SNCA mouse model of Parkinson's disease.
38992441	10.1016/j.jbc.2024.107547	2024	Y	PMC11342760	RNA thermometers are widespread upstream of ABC transporter genes in bacteria.
40763841	10.1016/j.jare.2025.07.060	2026	Y	PMC13131434	Spike RBD drives sustained Parkinson's disease progression via microglia-neuron crosstalk-mediated RTP801 upregulation.
38447169	10.1002/advs.202307541	2024	Y	PMC11095206	ACE mRNA (Additional Chimeric Element incorporated IVT mRNA) for Enhancing Protein Expression by Modulating Immunogenicity.
39173313	10.1016/j.bpc.2024.107307	2024	N		Introns with branchpoint-distant 3' splice sites: Splicing mechanism and regulatory roles.
40368950	10.1038/s41531-025-00981-6	2025	Y	PMC12078614	Differential memory enrichment of cytotoxic CD4 T cells in Parkinson's disease patients reactive to α-synuclein.
39339982	10.3390/v16091506	2024	Y	PMC11437399	Putting a Kink in HIV-1 Particle Infectivity: Rocaglamide Inhibits HIV-1 Replication by Altering Gag-Genomic RNA Interaction.
38819160	10.1128/spectrum.00450-24	2024	Y	PMC11218506	Characterization of the dual regulation by a c-di-GMP riboswitch Bc1 with a long expression platform from &lt;i&gt;Bacillus thurin
40118049	10.1016/j.ccell.2025.02.027	2025	N	PMC12124822	Small-molecule RNA therapeutics to target prostate cancer.
40139190	10.1016/j.molcel.2025.02.025	2025	N	PMC12009195	Rapid folding of nascent RNA regulates eukaryotic RNA biogenesis.
38762037	10.1016/j.mad.2024.111942	2024	N		Understanding the (epi)genetic dysregulation in Parkinson's disease through an integrative brain competitive endogenous RNA networ
39454748	10.1016/j.jmb.2024.168833	2024	N		Cryo-EM Structure of raiA ncRNA From Clostridium Reveals a New RNA 3D Fold.
39162871	10.1007/s10753-024-02125-z	2025	N		MicroRNAs Modulating Neuroinflammation in Parkinson's disease.
38677513	10.1016/j.jbc.2024.107318	2024	Y	PMC11143913	The discovery of a catalytic RNA within RNase P and its legacy.
